Name,Height,Reach,STANCE,DOB,ID,Hometown,Hometown_Elevation,Trains_Out_Of
Stephanie Frausto,"5' 2""","61""",Orthodox,"Sep 20, 1990",fee02819a271c050,"Dublin, California",112.763053894043,Combat Sports Academy
Zane Frazier,"6' 5""",--,Orthodox,--,d3711d3784b76255,"North Hollywood, California",200.8743591308594,
Gary Frazier,"6' 0""",--,Orthodox,--,3beeeafcbc8b4cbc,,,
Justin Frazier,"6' 0""","75""",Southpaw,"Jun 15, 1989",78863e4a28204a6b,"Batesville, Arkansas",102.1266860961914,Without Limits MMA
Ian Freeman,"5' 11""",--,Orthodox,"Nov 10, 1966",b4bc2e3353a770b5,"Sunderland, Tyne and Wear",34.31985855102539,Machine MMA
Jason Freeman,"6' 2""",--,,"Sep 02, 1976",5870bd1eadf4f322,,,
Willamy Freire,"5' 8""",--,Orthodox,"Jul 28, 1987",f1f37d667bcd0d27,"Fortaleza, Ceara",28.06310272216797,Dragon Fight
Patricio Freire,"5' 5""","65""",,"Jul 07, 1987",98a58c26c5b1ed17,"Natal, Rio Grande do Norte",30.26502227783203,Pitbull Brothers
Patricky Freire,"5' 7""","71""",,"Jun 01, 1986",90e6dde9113830bd,"Natal, Rio Grande do Norte",30.26502227783203,Pitbull Brothers
Jeremy  Freitag,"6' 1""",--,,--,a47e9ec288c91067,"Sacramento, California",8.19682502746582,Capital City Fighting Alliance
Rafael Freitas,--,--,Orthodox,--,14b9e0f2679a2205,"Umuarama, Parana",442.8329772949219,Viktor Gym
Donavon Frelow,"5' 7""",--,Orthodox,"Jan 20, 1985",9aa56f004b2bca07,"Las Vegas, Nevada",611.1598510742188,Syndicate MMA
Josh Fremd,"6' 4""","76""",Orthodox,"Jan 15, 1994",ca43de99b07b6b40,"Connellsville, Pennsylvania",280.1218566894531,Factory X
Clay French,"5' 7""",--,Southpaw,"Oct 07, 1980",73321668ff977f1b,"Villa Park, Illinois",212.6611785888672,Gilbert Grappling
Mike French,"5' 10""",--,,"May 29, 1975",756f45905fb20cb5,"Mattoon, Illinois",223.8325805664062,Precision Combat
Matt Frevola,"5' 9""","71""",Orthodox,"Jun 11, 1990",dccb63727f2f5f74,"Huntington, New York",21.27866363525391,Gracie Tampa South
Jinh Yu Frey,"5' 3""","65""",Southpaw,"May 20, 1985",d05cb1e8d1b885d8,"Arlington, Texas",184.8349151611328,Fortis MMA
Artem Frolov,"5' 10""",--,,"Sep 07, 1991",ee704df0afd74558,"Krasnodar, Krasnodar",25.31624603271484,Kuznya
Sarah Frota,"5' 6""","69""",Southpaw,"Apr 14, 1987",1641ef250e9de19b,"Brasilia, Federal District",1114.345825195312,Astra Fight Team
Don Frye,"6' 1""",--,Orthodox,"Nov 23, 1965",271fe91f4ba9d2c5,"Sierra Vista, Arizona",1396.49365234375,Team Frye
Tony Fryklund,"6' 0""",--,Orthodox,"Mar 26, 1971",253de74457bd6374,"Boston, Massachusetts",10.45010185241699,Miletich Fighting Systems
Adam Fugitt,"6' 1""","77""",Southpaw,"Jan 12, 1989",a01a62132460a98d,"Eugene, Oregon",131.0400238037109,Art of War MMA
Jesse Fujarczyk,"6' 4""",--,Southpaw,"Jan 28, 1983",c3c38c86f5ab9b5c,"Boulder, Colorado",1623.970947265625,
Katsuhisa Fujii,"6' 0""",--,Orthodox,"Aug 15, 1972",d71d968dc6ecfdaf,"Fukuyama, Hiroshima",4.461774826049805,Core
Megumi Fujii,"5' 3""",--,,"Apr 26, 1974",fb6c531726447ff3,"Ibara, Okayama",41.00353240966797,AACC
Kazuyuki Fujita,"6' 0""",--,Orthodox,"Oct 16, 1970",b1605ea39fba6af6,"Funabashi, Chiba",3.891335964202881,Team Fujita
Keisuke Fujiwara,"5' 6""",--,Switch,--,ccd58ff71e260ed5,"Fukaya, Saitama",37.78688430786133,Akimoto Dojo Jungle Junction
Riki Fukuda,"6' 0""","73""",Southpaw,"Jan 06, 1981",7c35f869033901ae,"Gifu, Gifu",18.43340301513672,Grabaka
Masio Fullen,"5' 10""","70""",Orthodox,"Oct 06, 1986",4638cc6479cc0afe,"Gudalajara, Jalisco",1546.568969726562,Alliance MMA
Travis Fulton,"6' 0""",--,Orthodox,"May 29, 1977",911fb265462f0d94,"Cedar Falls, Iowa",263.3914489746094,Team Peak Performance
Sam Fulton,--,--,,--,1f5f75658551f2d3,"Athens, Alabama",221.1817932128906,
Masakatsu Funaki,"6' 0""",--,Southpaw,"Mar 13, 1969",aa3153a9941b4d44,"Hirosaki, Aomori",45.42850494384766,All Japan Pro Wrestling
Ricardo Funch,"5' 10""","74""",Southpaw,"Aug 14, 1980",e9e1acc96536bb4f,"Ludlow, Massachusetts",74.21719360351562,Team Link
Katsuaki Furuki,"6' 0""",--,,"Nov 10, 1980",c3e2eca94b2320bc,"Matsusaka, Mie",9.464898109436035,Smash
James Gabert,--,--,,--,fcd8b623892b9a10,"East Windsor, New Jersey",35.69931793212891,Serra-Longo Fight Team
Gustavo Gabriel,"5' 6""",--,Orthodox,"Apr 01, 1994",fe98f86284a6eeb3,,,
Claudia Gadelha,"5' 4""","63""",Orthodox,"Dec 07, 1988",ec34349e7dffcde7,"Mossoro, Rio Grande do Norte",11.97902870178223,Luttrell-Yee MMA
Alavutdin Gadjiev,"6' 2""",--,Orthodox,"Jun 23, 1982",a7a79b8efbceaaac,"Khabarovsk, Khabarovsk Krai",84.56649017333984,SK Absolute Russia
Magomed Gadzhiyasulov,"6' 2""","75""",Orthodox,"Nov 04, 1993",6e344b71421103da,"Makhachkala, Dagestan",-4.028912544250488,KHK MMA Team
Justin Gaethje,"5' 11""","70""",Orthodox,"Nov 14, 1988",9e8f6c728eb01124,"Safford, Arizona",888.9511108398438,Genesis Training Center
Sheila Gaff,"5' 5""",--,Orthodox,"Dec 29, 1989",837d30395faca41e,Offenbach,107.4087905883789,Pyranha MMA Offenbach
Muin Gafurov,"5' 7""","68""",Southpaw,"May 17, 1996",a54660deb6a8489c,Dushanbe,810.1680908203125,Taj-Fighter
Mitch Gagnon,"5' 5""","65""",Southpaw,"Oct 10, 1984",b8592b4a383696cd,"Sudbury, Ontario",260,Troop MMA
Brandon Gaines,"6' 3""",--,,--,8e6cfbd455f0f9c2,"Miami, Oklahoma",242.9267578125,
Travis Galbraith,"6' 0""",--,Orthodox,"May 18, 1981",06dc1a58663579d2,"Edmonton, Alberta",667.5521240234375,Triple Threat MMA
Dave Galera,"5' 11""",--,Orthodox,"Jan 12, 1978",0876d21328cf4a45,"Baguio, Cordillera Administrative Region",1462.771484375,Lakay MMA
Zelg Galesic,"6' 2""",--,Orthodox,"Feb 16, 1979",8a1b4330c7957961,Pula,7.108918190002441,London Shootfighters
Mickey Gall,"6' 2""","74""",Switch,"Jan 22, 1992",9e50097a89442158,"Green Brook, New Jersey",124.9305038452148,Sussex County MMA
Daniel Gallemore,"6' 5""",--,,--,96706c75a2b14164,"Emporia, Kansas",349.7512817382812,Elevation Fight Team
Tom Gallicchio,"5' 10""",--,Southpaw,"Sep 23, 1986",cc81c92fe2254935,"Toms River, New Jersey",6.497743606567383,Team Quest
Turrell Galloway,"5' 3""",--,,--,7e654edcddd71550,"Albuquerque, New Mexico",1509.996826171875,Fit NHB
Eric Galvan,--,--,,--,ad3fdba28a7540cf,,,
Andre Galvao,"5' 7""",--,Orthodox,"Sep 29, 1982",45fe6765c56d8018,Brasilia,1114.345825195312,Team Nogueira
Marcos Galvao,"5' 7""",--,Orthodox,"Jun 23, 1981",e15d0a2519d6a0b5,"Manaus, Amazonas",45.5338249206543,Marcos Galvao MMA
Lucas Gamaza,--,--,,--,289a3b69b85da7cd,"Pleasant Hill, California",16.53797340393066,Cesar Gracie Jiu-Jitsu
Joey Gambino,"5' 7""",--,Orthodox,"Oct 26, 1988",10559c53de0b950e,"Saugerties, New York",46.26975250244141,Team Raging Warriors
Manvel Gamburyan,"5' 5""","67""",Orthodox,"May 08, 1981",cc6f9d1e89f3449a,,,
Mateusz Gamrot,"5' 10""","70""",Southpaw,"Dec 11, 1990",72db2a14ffa73ece,Poznan,76.40476989746094,American Top Team
Shamil Gamzatov,"6' 2""","76""",Orthodox,"Aug 09, 1990",0d980975001ae3d8,"Makhachkala, Dagestan",-4.028912544250488,Russia Top Team
Ariel Gandulla,"5' 11""",--,Orthodox,"May 07, 1968",41904fc4d3f5bffc,"Miami, Florida",0.5367298126220703,Franco Kickboxing and Pankration
Ciryl Gane,"6' 4""","81""",Orthodox,"Apr 12, 1990",787bb1f087ccff8a,"Paris, Ville de Paris",32.53561782836914,MMA Factory
Sean Gannon,"6' 3""",--,Southpaw,--,6d7886b094b471ac,"Boston, Massachusetts",10.45010185241699,Peter Welch's Gym
Junye Gao,--,--,,--,8b27d25ce0221d60,"Harbin, Heilongjiang",143.0695648193359,Longyun MMA Gym
Eduardo Garagorri,"5' 9""","70""",Orthodox,"May 28, 1989",7bde387d50829adf,,,
Cody Garbrandt,"5' 8""","65""",Orthodox,"Jul 07, 1991",d8c7c61b176e3994,"Uhrichsville, Ohio",264.9366760253906,Team Alpha Male
Leonard Garcia,"5' 10""","68""",Orthodox,"Jul 14, 1979",917e53fa0adea0d3,"Plainview, Texas",1024.822021484375,Jackson-Wink MMA
Edgar Garcia,"5' 10""","71""",Orthodox,"Feb 22, 1984",8d49545dadf9b919,"Yuma, Arizona",62.29255676269531,Arizona Athletic Club
Alejandro Garcia,"5' 7""",--,,--,e5dc36e0aba7e9da,"Yuma, Arizona",62.29255676269531,Arizona Athletic Club
Alex Garcia,"5' 9""","72""",Orthodox,"Jul 14, 1987",a2b12c3f3d60ff69,"Yuma, Arizona",62.29255676269531,Arizona Athletic Club
Nick Garcia,"5' 4""",--,,--,8a04d94dfcfab159,"Carlsbad, California",16.67133903503418,Blackline MMA
Steve Garcia,"6' 0""","75""",Southpaw,"May 22, 1992",97cf1a2c7c5e7889,"Rio Rancho, New Mexico",1604.486328125,Jackson-Wink MMA
Elias Garcia,"5' 5""","67""",Southpaw,"Sep 13, 1992",ac5a7400da3a9a41,"Milwaukee, Wisconsin",187.2257080078125,Roufusport
Rafa Garcia,"5' 7""","70""",Orthodox,"Aug 05, 1994",e132d47bd9efbbe0,"Mexicali, Baja California",1.175494350822288e-38,Team Elevation
Fernie Garcia,"5' 7""","67""",Orthodox,"Apr 12, 1992",9e92e1ca498d7244,"Dallas, Texas",137.5803375244141,Fortis MMA
Rulon Gardner,"6' 3""",--,Orthodox,"Aug 16, 1971",4f7e290e71d60f87,"Star Valley, Wyoming",1906.389404296875,Team Quest
David Gardner,"5' 11""",--,Orthodox,"May 17, 1977",70167689d6a01793,"Murrieta, California",334.7969970703125,Team Quest
Ian Garry,"6' 3""","74""",Orthodox,"Nov 17, 1997",442c9011034ae1fd,Dublin,5.0190749168396,Kill Cliff FC
Pablo Garza,"6' 1""","73""",Orthodox,"Sep 16, 1983",8e5bfd4e82352340,"Fargo, North Dakota",275.0866394042969,Academy of Combat Arts
Azamat Gashimov,"5' 6""",--,Orthodox,"Apr 07, 1990",a1b0715c4fd2dbd3,Dagestan,1694.331420898438,Jackson-Wink MMA
Brian Gassaway,"6' 1""",--,Orthodox,"Aug 07, 1972",e4770d5ed44a3970,"Chicago, Illinois",183,
Kelvin Gastelum,"5' 9""","71""",Southpaw,"Oct 24, 1991",8c0580d4fff106c1,"Yuma, Arizona",62.29255676269531,Fight Ready
Willie Gates,"5' 8""","72""",Orthodox,"Jan 21, 1987",6ded9184b2284645,"Fontana, California",375.6897888183594,Pinnacle MMA
Melissa Gatto,"5' 5""","69""",Orthodox,"May 02, 1996",a4a80dd7336ffd59,"Campinas, Sao Paulo",670.6317749023438,MSP
Louis Gaudinot,"5' 3""","63""",Orthodox,"Aug 28, 1984",b72a60a0cadff408,"Yonkers, New York",27.15680694580078,Team Tiger Schulmann
Manuel Gaxhja,"5' 8""",--,Switch,"Jul 23, 1997",618643d0d5c0631d,Amsterdam,2.238700389862061,Kops Gym
Shamil Gaziev,"6' 4""","78""",Orthodox,"Feb 10, 1990",6747ccd6d1acd266,,,Astrakhan Top Team
Charlene Gellner,"5' 2""",--,,--,effd0b70e6749ab2,"Hayward, California",31.46000099182129,Bay Area Fight Academy
Chad George,"5' 6""","68""",Southpaw,"Apr 30, 1982",14e797332ea32cdb,"Los Angeles, California",95.03136444091797,California Mixed Martial Arts
Paul Georgieff,"6' 2""",--,Orthodox,"Sep 22, 1982",2f1700b3a4a09bc7,"St. Paul, Minnesota",228.5861053466797,
Brian Geraghty,"5' 7""",--,Orthodox,"Nov 04, 1980",15edcf67ccf5be84,"Pleasant Prairie, Wisconsin",210.9714965820312,Freestyle Academy
Derek Getzel,"6' 0""",--,,--,42883268854b78be,"Andover, Minnesota",271.2925109863281,McCune's Martial Arts
Karine Gevorgyan,"5' 4""","63""",,"Mar 09, 1989",2db0c114414d4f06,Yerevan,1006.215942382812,Professional Armfighting Federation
Yanis Ghemmouri,"5' 9""","69""",Orthodox,"Jan 24, 1995",eb70e786bbdf1d16,Lyon,170.1641235351562,Team Ezbiri
Darrel Gholar,"5' 8""",--,Orthodox,--,a24e080000fa7a35,,,
Tiki Ghosn,"5' 10""",--,Orthodox,"Feb 09, 1977",cb6783c39c01d896,"Huntington Beach, California",11.58590698242188,
Christos Giagos,"5' 10""","71""",Orthodox,"Jan 23, 1990",de45aaae23dfa392,"Hawthorne, California",20.87747955322266,Black House
Joe Giannetti,"6' 0""","74""",Southpaw,"Jul 05, 1995",946db8a378903cc3,"Whitman, Massachusetts",33.24850082397461,South Shore Sportfighting
Nick Gibbons,"5' 10""",--,,--,96a221341035b701,,,
James Giboo,"5' 11""",--,Orthodox,"Jan 06, 1978",f74e037b97917027,"Yale, Iowa",342.1064147949219,
Lance Gibson,"5' 9""",--,Orthodox,"Nov 20, 1970",63eedfcc73071d41,"Port Moody, British Columbia",38.28473663330078,Gibson Kickboxing & Pankration
Lee Gibson,"5' 7""",--,,--,69db199087a1a792,"Kansas City, Missouri",273.5425720214844,
Cody Gibson,"5' 10""","71""",Orthodox,"Sep 11, 1987",700a674c042b7a96,"Visalia, California",100.2376937866211,Elite Team
Chase Gibson,"5' 10""","72""",Orthodox,"Feb 07, 1990",09439946214993bc,"Los Angeles, California",95.03136444091797,CMMA
Kenny Giddens,"5' 11""",--,,--,db8b800176d26f6e,"Tulsa, Oklahoma",219.2913665771484,
Thomas Gifford,"6' 1""","75""",Orthodox,"Jul 26, 1992",e7f51d9f9e9259e7,"Brush Creek, Arkansas",82.85204315185547,Sheridan Boxing Club
Joseph Gigliotti,"5' 11""",--,Orthodox,"Aug 13, 1993",83825fad27ab3581,,,
Joey Gilbert,"5' 11""",--,Orthodox,"Jun 05, 1976",6bb1d2b714d4b3bc,"Chicago, Illinois",183,Gilbert Grappling
Trevin Giles,"6' 0""","74""",Orthodox,"Aug 06, 1992",b27a1fcb56a3035a,"Houston, Texas",14.5621976852417,W4R Training Center
Kultar Gill,"6' 0""",--,Orthodox,"Mar 24, 1979",42c96a9c4802e2e1,"Port Moody, British Colombia",38.28473663330078,Mamba Martial Arts Academy
Jesse Gillespie,--,--,,--,160b931119c1bf91,,,
Gregor Gillespie,"5' 7""","71""",Orthodox,"Nov 13, 1986",84ff027394f7e470,"New York, New York",13.34827327728271,Bellmore Kickboxing Academy
Jason Gilliam,"6' 0""",--,Orthodox,--,91720876db0ee468,"Muncie, Indiana",289.8502197265625,Team Wolfpack
Micheal Gillmore,"5' 11""","72""",Orthodox,"Mar 28, 1987",ce175eaafe867d1f,Michigan,413.2297058105469,Murcielago MMA
Krishaun Gilmore,--,--,,--,10ccdcd14c3dfcf1,"Cincinnati, Ohio",167.9817199707031,
Alex Gilpin,"5' 7""",--,Orthodox,"Mar 26, 1992",762c69860eef65d8,"Madison, Wisconsin",265.7342224121094,Chosen Few Gym
Bob Gilstrap,"6' 3""",--,Orthodox,--,c96518b7f6881004,"Seattle, Washington",47.50616073608398,
Eperaim Ginting,"5' 4""","64""",Orthodox,"Nov 30, 1995",bad8ed7d714f1493,"Medan, Karo",44.14777374267578,Bali MMA
Demetrius Gioulacos,"5' 11""",--,,--,a58114c6dd0add64,"Toronto, Ontario",91.72264862060547,Team Ultimate
Billy Giovanella,"5' 8""",--,,"Aug 20, 1985",c1ea31a904fe08a9,"Bellingham, Massachusetts",89.61620330810547,Connors MMA
He-Man Gipson,--,--,,--,3e03cec9767d37e6,,,
Israel Giron,"5' 8""",--,,"Jan 16, 1974",4b4f6abdce986be6,"Mexico City, Federal District",2229.728759765625,Renzo Gracie Mexico
Brandon Girtz,"5' 7""",--,,"Mar 06, 1985",81f1810f72df8f25,"Mankato, Minnesota",253.5731506347656,Genesis Training Center
Jason Glaza,"6' 0""",--,,--,fda067e842b07466,"Victorville, California",829.2160034179688,Joe Stevenson's Cobra Kai
Mike Glenn,--,--,,"Oct 09, 1977",ed133185689088b3,"Springfield, Missouri",398.2706909179688,Integrated Fighting Academy
Ricky Glenn,"6' 0""","70""",Southpaw,"Apr 12, 1989",814ff3018127e8fc,"Marshalltown, Iowa",286.947021484375,Team Alpha Male
Mark Godbeer,"6' 4""","77""",Orthodox,"Nov 22, 1983",ad56b3f00ca38dfd,"Bridgwater, Somerset",13.88604927062988,Scottish Hit Squad
Clint Godfrey,"5' 6""",--,Southpaw,"Oct 21, 1982",bd85ca0bb4f26cfc,"Rapid City, South Dakota",987.7997436523438,Dynamic Martial Arts
Loopy Godinez,"5' 2""","61""",Orthodox,"Sep 06, 1993",8e5d953bdb9ae5e7,Aguascalientes,1870.781372070312,Lobo Gym MMA
Jason Godsey,"6' 2""",--,Orthodox,--,5ca158b1cc9cb242,"Indianapolis, Indiana",222.7775268554688,Integrated Fighting Academy
Allan Goes,"6' 0""",--,Orthodox,"Apr 20, 1971",e62b36885ecdac27,"Mission Viejo, California",134.5949401855469,Goes Martial Arts
Billy Goff,"5' 10""","72""",Switch,"Jun 18, 1998",fa07345cc9db5cc9,"Groton, Connecticut",19.29829025268555,Dexter MMA
Amiran Gogoladze,"6' 1""","74""",Switch,"Dec 09, 1997",5d1636b6c1688502,Akhaltsikhe,961.1696166992188,13 Legion
Jonny Goh,"5' 11""",--,,--,e86af30738a5452a,"Sacramento, California",8.19682502746582,Bruddas BJJ
Hannah Goldy,"5' 4""","61""",Orthodox,"May 18, 1992",26e3f3928b1891d9,"Dunedin, Florida",9.631186485290527,Fusion X-Cel Performance
Marcelo Golm,"6' 3""","75""",Orthodox,"Sep 15, 1992",ac29d508d78384c9,"Pitangueiras, Sao Paulo",522.8433837890625,Corinthians MMA
Denise Gomes,"5' 2""","63""",Orthodox,"Dec 30, 1999",cffb87059e645bd1,"Sant'Ana do Livramento, Rio Grande do Sul",175.2368316650391,Parana Vale Tudo
Sergio Gomez,"5' 6""",--,Orthodox,"Apr 29, 1982",af1e5c64b8663aa0,"Racine, Wisconsin",189.9757995605469,
Frank Gomez,"5' 10""","67""",Orthodox,"Mar 31, 1986",a0a680fe2f6cc8e6,"Albuquerque, New Mexico",1509.996826171875,Jackson-Wink MMA
Alan Gomez,--,--,,--,0a66de3a797cf73a,Colorado,3380.259765625,
David Gomez,--,--,,"Aug 08, 1983",489413d3be819647,"Rancho Cucamonga, California",367.6153259277344,Shark Tank
Ulysses Gomez,"5' 6""",--,Orthodox,"May 25, 1983",1e35aa8955794580,"Las Vegas, Nevada",611.1598510742188,Marc Laimon's Cobra Kai
Joey Gomez,"5' 10""","73""",Orthodox,"Jul 21, 1986",0778f94eb5d588a5,"Hollis, New Hampshire",119.3037948608398,Team Quest
Luis Gomez,"5' 7""","68""",Orthodox,"Jan 28, 1995",513e84bfe65ff509,,,
Joey Gomez,"5' 10""","71""",Orthodox,"Aug 29, 1989",3a28e1e641366308,"Hollis, New Hampshire",119.3037948608398,Team Quest
Edson Gomez,"5' 8""","69""",Switch,"Feb 23, 1991",e90f4291f93708e6,"Upland, California",376.3751220703125,Combined Martial Science
Silvana Gomez Juarez,"5' 3""","65""",Orthodox,"Dec 06, 1984",b4880ef2f838d4e1,"San Miguel de Tucuman, Tucuman",465.0640563964844,Entram Gym
Takanori Gomi,"5' 7""","70""",Southpaw,"Sep 22, 1978",3be081c29bf734d9,"Samukawa, Kanagawa",12.25225257873535,Kugayama Rascal
William Gomis,"6' 0""","73""",Southpaw,"Jun 13, 1997",e1d40e8782d80bc2,Paris,32.53561782836914,MMA Factory
Akihiro Gono,"5' 7""","68""",Switch,"Oct 07, 1974",b2acebbef8da14ea,"Higashikurume, Tokyo",52.61588668823242,Grabaka
Gabriel Gonzaga,"6' 2""","76""",Orthodox,"May 18, 1979",270b89c00ef0c55c,Rio de Janeiro,7.758727073669434,Team Link
Justin Gonzales,"5' 9""","72""",Orthodox,"Apr 28, 1991",94535f76f43b466a,"Greeley, Colorado",1424.033447265625,Top Notch MMA
Fernando Gonzalez,"5' 9""","68""",Southpaw,"Sep 15, 1983",be5aab761c40ef35,"Menifee, California",437.6734008789062,Team Quest
Nick Gonzalez,"5' 6""",--,Orthodox,"Mar 03, 1981",28d8638ea0a71908,"Austin, Texas",149.0859680175781,Vasquez Academy
Fabian Gonzalez,"5' 10""",--,,--,69c071bc2621e8b0,"Buena Park, California",21.47510147094727,
Lewis Gonzalez,"5' 10""",--,Orthodox,"Sep 19, 1987",2ff2e6e5abea3e53,"Turlock, California",31.944580078125,MMAGOLD Fight Team
Jason Gonzalez,"6' 2""","74""",Southpaw,"Feb 28, 1990",e45cfa47f504033a,"Colton, California",304.9068298339844,Millennia MMA
Pearl Gonzalez,"5' 4""",--,Orthodox,"Aug 12, 1986",1ebdcb7488d0ebee,"Cicero, Illinois",183.8253936767578,10th Planet San Diego
Jorge Gonzalez,"6' 2""","76""",Orthodox,"Feb 29, 1984",ff175a137b395e2b,Mexico City,2229.728759765625,A.D.A.M.
Mikey Gonzalez,"5' 11""","74""",Orthodox,"Aug 13, 1985",de47c33e48b0ce38,"San Jose, California",24.67866325378418,Tactica BJJ
Erick Gonzalez,"5' 11""","75""",Orthodox,"Jan 20, 1992",a2ccf35a88346a91,"Torrance, California",26.27122497558594,Fight Science
Jennifer Gonzalez,"5' 2""",--,,"Mar 22, 1986",4f1a48f4e6ffb007,,,
Kier Gooch,--,--,,"Apr 21, 1986",1bda4867f1baceac,,,
Lyman Good,"6' 0""","74""",Orthodox,"May 26, 1985",4e0692ad070976e4,"New York City, New York",13.34827327728271,Team Tiger Schulmann
Jared Gooden,"6' 0""","77""",Orthodox,"Dec 05, 1993",c730a0be691dc081,"Atlanta, Georgia",318.4681701660156,X3 Sports
Gary Goodridge,"6' 3""",--,Orthodox,"Jan 17, 1966",fbbde91f7bc2d3c5,"Barrie, Ontario",224.0372161865234,Big Daddy Fight Team
Jordan Goodwin,--,--,,--,7f98d9d5a10fa25c,,,
Gerard Gordeau,"6' 5""",--,Orthodox,"Mar 30, 1959",279093302a6f44b3,The Hague,0.893342912197113,Kamakura
Eddie Gordon,"6' 0""","76""",Orthodox,"Jul 22, 1983",8cad40a75e5c97f5,"Freeport, New York",5.996768951416016,Serra-Longo Fight Team
Jared Gordon,"5' 9""","68""",Orthodox,"Sep 06, 1988",7026eca45f65377b,"Queens, New York",18.09424209594727,Kill Cliff FC
Tebaris Gordon,"6' 1""",--,Orthodox,"Jul 19, 1988",68c4ca70067bf282,"Gastonia, North Carolina",245.5183715820312,Gym O
Malcolm Gordon,"5' 7""","71""",Switch,"May 19, 1990",dee294e9717012c2,"London, Ontario",247.9819030761719,Adrenaline Training Center
Tresean Gore,"6' 0""","75""",Switch,"Jun 21, 1994",147e70aa6cc48cfc,"Myrtle Beach, South Carolina",7.540753841400146,American Top Team Atlanta
Alex Gorgees,"6' 2""","74""",Switch,"Aug 11, 1995",803bebcfb6d6f506,"Sydney, New South Wales",24.58777236938477,Australian Top Team
Themba Gorimbo,"6' 1""","77""",Orthodox,"Jan 23, 1991",40f3cb27fc7305a1,"Cape Town, Western Cape",13.82797813415527,MMA Masters
Tim Gorman,"5' 5""",--,Southpaw,"Apr 29, 1983",c10eb2f12c489f6d,"Des Moines, Iowa",248.3896484375,Des Moines MMA Academy
Chase Gormley,"6' 3""",--,Orthodox,--,052ceb8976695342,"Los Angeles, California",95.03136444091797,Reign MMA
Jonathan Goulet,"6' 0""","73""",Orthodox,"Jul 13, 1979",fb1538b46877a695,"Victoriaville, Quebec",133,Team Legion
Thibault Gouti,"5' 10""","72""",Orthodox,"Feb 27, 1987",51e86de150ee8be6,"Toulousse, Haute-Gauronne",143.0432586669922,Jackson-Wink MMA
Wilson Gouveia,"6' 1""","76""",Orthodox,"Oct 03, 1978",af5b208e97f5d382,"Coral Pass, Florida",29.71612358093262,American Top Team
Todd Gouwenberg,"6' 1""",--,Orthodox,"Sep 25, 1974",c44acf87e376c62b,"Langley, British Columbia",11.22982597351074,
Hugo Govea,--,--,,--,2391a73686200c5d,,,
Justin Governale,--,--,,--,ae954fd497025462,"Laguna Hills, California",89.70921325683594,Ohana Academy
Damian Grabowski,"6' 1""","75""",Orthodox,"May 12, 1980",3f11b5d4bd76a6d9,Opole,162.9607238769531,Lutadores Opole
Royce Gracie,"6' 1""",--,Southpaw,"Dec 12, 1966",429e7d3725852ce9,Rio de Janeiro,7.758727073669434,Gracie Humaita
Crosley Gracie,"5' 9""",--,Orthodox,"Jul 18, 1979",52d92050a046bc17,"San Francisco, California",15.56241893768311,Crosley Gracie BJJ
Daniel Gracie,"6' 2""",--,Orthodox,--,82d6a9ae41aac3f7,Rio de Janeiro,7.758727073669434,Renzo Gracie Jiu-Jitsu
Ralph Gracie,"5' 9""",--,Orthodox,--,a9c45a8b21eabadc,Rio de Janeiro,7.758727073669434,Ralph Gracie Jiu-Jitsu
Renzo Gracie,"5' 10""",--,Orthodox,"Mar 11, 1967",aae0897825336b1a,Rio de Janeiro,7.758727073669434,Renzo Gracie Jiu-Jitsu
Rickson Gracie,"5' 10""",--,Switch,"Nov 20, 1958",194fc025f9355db6,Rio de Janeiro,7.758727073669434,Rickson Gracie Jiu-Jitsu
Rodrigo Gracie,"6' 0""",--,Orthodox,"Apr 11, 1975",36877f0e62b25b96,Rio De Janeiro,7.758727073669434,
Royler Gracie,"5' 8""",--,Southpaw,"Dec 06, 1965",b807814d977682eb,Rio de Janeiro,7.758727073669434,Gracie Humaita
Ryan Gracie,"5' 9""",--,Orthodox,"Aug 14, 1974",0c3838c8f7c620c2,Rio De Janeiro,7.758727073669434,
Ralek Gracie,"6' 2""",--,Orthodox,"Oct 04, 1985",84283233ec42be5f,"Los Angeles, California",95.03136444091797,Gracie Humaita
Rolles Gracie,"6' 4""",--,Orthodox,"Jul 14, 1978",e4a9dbade7c7e1a7,Rio de Janeiro,7.758727073669434,Renzo Gracie Jiu-Jitsu
Cesar Gracie,"5' 10""",--,Orthodox,--,079488710f012779,"Concord, California",22.78508949279785,Cesar Gracie Jiu-Jitsu
Roger Gracie,"6' 4""","79""",Orthodox,"Sep 26, 1981",a6bbd3df469c6bea,Rio de Janeiro,7.758727073669434,Evolve MMA
Igor Gracie,"5' 11""",--,,"Feb 04, 1980",722b870449243083,Rio de Janeiro,7.758727073669434,Renzo Gracie Jiu-Jitsu
Neiman Gracie,"6' 0""",--,,--,12d855d12a624da2,"Rio de Janeiro, Rio de Janeiro",7.758727073669434,Kings MMA
Kron Gracie,"5' 9""","70""",Southpaw,"Jul 11, 1988",242d36d241b43c12,"Rio de Janeiro, Rio de Janeiro",7.758727073669434,Kron Gracie Jiu-Jitsu
Bogdan Grad,"5' 8""","70""",Orthodox,"Sep 28, 1995",fb37795db81f93f3,Graz,355.7011413574219,ETTL Bros Champions Gym
Steven Graham,"6' 1""",--,Orthodox,--,3e514f437c51ce0a,"Fayettsville, North Carolina",30.51150131225586,
